,,,,,Old UoM,,,,,,,New UoM ,
227,1,221,E,08-05-2023 09:00,volts,395,2452,33412,08-05-2023 04:15,08-05-2023 04:15,E,V,Voltage
228,1,221,E,08-05-2023 09:00,amps,2.2,2059.2,33412,08-05-2023 04:15,08-05-2023 04:15,E,A,Ampere
229,1,221,E,08-05-2023 09:00,amps,0,2057,33412,08-05-2023 04:15,08-05-2023 04:15,E,A,Ampere
230,1,221,E,08-05-2023 09:00,amps,0,2057,33412,08-05-2023 04:15,08-05-2023 04:15,E,A,Ampere
231,1,221,E,08-05-2023 09:00,%,14,2071,33412,08-05-2023 04:15,08-05-2023 04:15,E,%,Percentage
232,1,175,E,09-05-2023 08:00,amps,183,939,33536,09-05-2023 02:45,09-05-2023 02:45,E,A,Ampere
233,1,175,E,09-05-2023 08:00,amps,152,1091,33536,09-05-2023 02:45,09-05-2023 02:45,E,A,Ampere
234,1,175,E,09-05-2023 08:00,amps,179,1118,33536,09-05-2023 02:45,09-05-2023 02:45,E,A,Ampere
235,1,175,E,09-05-2023 08:00,volts,409,1348,33536,09-05-2023 02:45,09-05-2023 02:45,E,V,Voltage
236,1,175,E,09-05-2023 08:00,volts,409,1348,33536,09-05-2023 02:45,09-05-2023 02:45,E,V,Voltage
237,1,175,E,09-05-2023 08:00,volts,408,1347,33536,09-05-2023 02:45,09-05-2023 02:45,E,V,Voltage
238,1,175,E,09-05-2023 08:00,watts,118,1057,33536,09-05-2023 02:45,09-05-2023 02:45,E,Kw,Power
239,1,175,E,09-05-2023 08:00,pf,0.99,939.99,33536,09-05-2023 02:45,09-05-2023 02:45,E,PF,Power Factor
240,1,175,E,09-05-2023 08:00,deg celcius,28,967,33536,09-05-2023 02:45,09-05-2023 02:45,E,°C,deg Celsius
241,1,175,E,09-05-2023 08:00,deg celcius,32,971,33536,09-05-2023 02:45,09-05-2023 02:45,E,°C,deg Celsius
242,1,175,E,09-05-2023 08:00,amps,6.4,945.4,33536,09-05-2023 02:45,09-05-2023 02:45,E,A,Ampere
243,1,175,E,09-05-2023 08:00,volts,11,950,33536,09-05-2023 02:45,09-05-2023 02:45,E,V,Voltage
244,1,175,E,09-05-2023 08:00,no's,4,943,33536,09-05-2023 02:45,09-05-2023 02:45,E,Kwh,KWH
245,1,176,E,09-05-2023 08:00,hrs,5,19.79,33548,09-05-2023 02:49,09-05-2023 02:49,E,Hr,Hour
246,1,176,E,09-05-2023 08:00,volts440,416,435.79,33548,09-05-2023 02:49,09-05-2023 02:49,E,V,Voltage
247,1,176,E,09-05-2023 08:00,volts,416,435.79,33548,09-05-2023 02:49,09-05-2023 02:49,E,V,Voltage
248,1,176,E,09-05-2023 08:00,volts,415,434.79,33548,09-05-2023 02:49,09-05-2023 02:49,E,V,Voltage
249,1,219,E,10-05-2023 09:00,volts,410,2465,33693,11-05-2023 03:08,11-05-2023 03:08,E,V,Voltage
250,1,219,E,10-05-2023 09:00,volts,411,2876,33693,11-05-2023 03:08,11-05-2023 03:08,E,V,Voltage
251,1,219,E,10-05-2023 09:00,volts,414,2879,33693,11-05-2023 03:08,11-05-2023 03:08,E,V,Voltage
252,1,219,E,10-05-2023 09:00,volts,391,2856,33693,11-05-2023 03:08,11-05-2023 03:08,E,V,Voltage
253,1,219,E,10-05-2023 09:00,volts,392,2857,33693,11-05-2023 03:08,11-05-2023 03:08,E,V,Voltage
254,1,219,E,10-05-2023 09:00,volts,390,2855,33693,11-05-2023 03:08,11-05-2023 03:08,E,V,Voltage
255,1,219,E,10-05-2023 09:00,amps,20.1,2485.1,33693,11-05-2023 03:08,11-05-2023 03:08,E,A,Ampere
256,1,219,E,10-05-2023 09:00,amps,21,2486,33693,11-05-2023 03:08,11-05-2023 03:08,E,A,Ampere
257,1,219,E,10-05-2023 09:00,amps,22.239,2487.239,33693,11-05-2023 03:08,11-05-2023 03:08,E,A,Ampere
258,1,219,E,10-05-2023 09:00,%,13,2478,33693,11-05-2023 03:08,11-05-2023 03:08,E,%,Percentage
259,1,220,E,10-05-2023 09:00,volts,410,2485.3,33695,11-05-2023 03:12,11-05-2023 03:12,E,V,Voltage
260,1,220,E,10-05-2023 09:00,volts,413,2898.3,33695,11-05-2023 03:12,11-05-2023 03:12,E,V,Voltage
261,1,220,E,10-05-2023 09:00,volts,415,2900.3,33695,11-05-2023 03:12,11-05-2023 03:12,E,V,Voltage
262,1,220,E,10-05-2023 09:00,volts,392,2877.3,33695,11-05-2023 03:12,11-05-2023 03:12,E,V,Voltage
263,1,220,E,10-05-2023 09:00,volts,393,2878.3,33695,11-05-2023 03:12,11-05-2023 03:12,E,V,Voltage
264,1,220,E,10-05-2023 09:00,volts,390,2875.3,33695,11-05-2023 03:12,11-05-2023 03:12,E,V,Voltage
265,1,220,E,10-05-2023 09:00,amps,5,2490.3,33695,11-05-2023 03:12,11-05-2023 03:12,E,A,Ampere
266,1,220,E,10-05-2023 09:00,amps,5,2490.3,33695,11-05-2023 03:12,11-05-2023 03:12,E,A,Ampere
267,1,220,E,10-05-2023 09:00,amps,5.9,2491.2,33695,11-05-2023 03:12,11-05-2023 03:12,E,A,Ampere
268,1,220,E,10-05-2023 09:00,%,14,2499.3,33695,11-05-2023 03:12,11-05-2023 03:12,E,%,Percentage
269,1,221,E,10-05-2023 09:00,volts,411,2468,33694,11-05-2023 03:17,11-05-2023 03:17,E,V,Voltage
270,1,221,E,10-05-2023 09:00,volts,413,2881,33694,11-05-2023 03:17,11-05-2023 03:17,E,V,Voltage
271,1,221,E,10-05-2023 09:00,volts,415,2883,33694,11-05-2023 03:17,11-05-2023 03:17,E,V,Voltage
272,1,221,E,10-05-2023 09:00,volts,390,2858,33694,11-05-2023 03:17,11-05-2023 03:17,E,V,Voltage
273,1,221,E,10-05-2023 09:00,volts,392,2860,33694,11-05-2023 03:17,11-05-2023 03:17,E,V,Voltage
274,1,221,E,10-05-2023 09:00,volts,391,2859,33694,11-05-2023 03:17,11-05-2023 03:17,E,V,Voltage
275,1,221,E,10-05-2023 09:00,amps,2.2,2470.2,33694,11-05-2023 03:17,11-05-2023 03:17,E,A,Ampere
276,1,221,E,10-05-2023 09:00,amps,0,2468,33694,11-05-2023 03:17,11-05-2023 03:17,E,A,Ampere
277,1,221,E,10-05-2023 09:00,amps,0,2468,33694,11-05-2023 03:17,11-05-2023 03:17,E,A,Ampere
278,1,221,E,10-05-2023 09:00,%,14,2482,33694,11-05-2023 03:17,11-05-2023 03:17,E,%,Percentage
279,1,219,E,12-05-2023 09:00,volts,406,2871,33979,13-05-2023 02:00,13-05-2023 02:00,E,V,Voltage
280,1,219,E,12-05-2023 09:00,volts,407,3278,33979,13-05-2023 02:00,13-05-2023 02:00,E,V,Voltage
281,1,219,E,12-05-2023 09:00,volts,410,3281,33979,13-05-2023 02:00,13-05-2023 02:00,E,V,Voltage
282,1,219,E,12-05-2023 09:00,volts,391,3262,33979,13-05-2023 02:00,13-05-2023 02:00,E,V,Voltage
283,1,219,E,12-05-2023 09:00,volts,390,3261,33979,13-05-2023 02:00,13-05-2023 02:00,E,V,Voltage
284,1,219,E,12-05-2023 09:00,volts,392,3263,33979,13-05-2023 02:00,13-05-2023 02:00,E,V,Voltage
285,1,219,E,12-05-2023 09:00,amps,13,2884,33979,13-05-2023 02:00,13-05-2023 02:00,E,A,Ampere
286,1,219,E,12-05-2023 09:00,amps,13.8,2884.8,33979,13-05-2023 02:00,13-05-2023 02:00,E,A,Ampere
287,1,219,E,12-05-2023 09:00,amps,13.2,2884.2,33979,13-05-2023 02:00,13-05-2023 02:00,E,A,Ampere
288,1,219,E,12-05-2023 09:00,%,12,2883,33979,13-05-2023 02:00,13-05-2023 02:00,E,%,Percentage
289,1,220,E,12-05-2023 09:00,volts,407,2892.3,33975,13-05-2023 02:04,13-05-2023 02:04,E,V,Voltage
290,1,220,E,12-05-2023 09:00,volts,410,3302.3,33975,13-05-2023 02:04,13-05-2023 02:04,E,V,Voltage
291,1,220,E,12-05-2023 09:00,volts,413,3305.3,33975,13-05-2023 02:04,13-05-2023 02:04,E,V,Voltage
292,1,220,E,12-05-2023 09:00,volts,394,3286.3,33975,13-05-2023 02:04,13-05-2023 02:04,E,V,Voltage
293,1,220,E,12-05-2023 09:00,volts,391,3283.3,33975,13-05-2023 02:04,13-05-2023 02:04,E,V,Voltage
294,1,220,E,12-05-2023 09:00,volts,392,3284.3,33975,13-05-2023 02:04,13-05-2023 02:04,E,V,Voltage
295,1,220,E,12-05-2023 09:00,amps,4.5,2896.8,33975,13-05-2023 02:04,13-05-2023 02:04,E,A,Ampere
296,1,220,E,12-05-2023 09:00,amps,4.6,2896.9,33975,13-05-2023 02:04,13-05-2023 02:04,E,A,Ampere
297,1,220,E,12-05-2023 09:00,amps,4.4,2896.7,33975,13-05-2023 02:04,13-05-2023 02:04,E,A,Ampere
298,1,220,E,12-05-2023 09:00,%,12,2904.3,33975,13-05-2023 02:04,13-05-2023 02:04,E,%,Percentage
313,1,175,E,13-05-2023 08:00,amps,155,1094,34100,13-05-2023 03:33,13-05-2023 03:33,E,A,Ampere
317,1,175,E,13-05-2023 08:00,volts,411,1505,34100,13-05-2023 03:33,13-05-2023 03:33,E,V,Voltage
299,1,221,E,12-05-2023 09:00,volts,409,2877,33984,13-05-2023 02:06,13-05-2023 02:06,E,V,Voltage
300,1,221,E,12-05-2023 09:00,volts,411,3288,33984,13-05-2023 02:06,13-05-2023 02:06,E,V,Voltage
310,1,176,E,13-05-2023 08:00,volts440,414,440.38,34107,13-05-2023 03:27,13-05-2023 03:27,E,V,Voltage
319,1,175,E,13-05-2023 08:00,watts,99,1193,34100,13-05-2023 03:33,13-05-2023 03:33,E,Kw,Power
322,1,175,E,13-05-2023 08:00,deg celcius,34,1128,34100,13-05-2023 03:33,13-05-2023 03:33,E,°C,deg Celsius
340,1,220,E,13-05-2023 09:00,volts,230,3768.3,34115,13-05-2023 03:41,13-05-2023 03:41,E,V,Voltage
301,1,221,E,12-05-2023 09:00,volts,413,3290,33984,13-05-2023 02:06,13-05-2023 02:06,E,V,Voltage
302,1,221,E,12-05-2023 09:00,volts,390,3267,33984,13-05-2023 02:06,13-05-2023 02:06,E,V,Voltage
344,1,220,E,13-05-2023 09:00,amps,3.9,3772.2,34115,13-05-2023 03:41,13-05-2023 03:41,E,A,Ampere
303,1,221,E,12-05-2023 09:00,volts,389,3266,33984,13-05-2023 02:06,13-05-2023 02:06,E,V,Voltage
304,1,221,E,12-05-2023 09:00,volts,390,3267,33984,13-05-2023 02:06,13-05-2023 02:06,E,V,Voltage
314,1,175,E,13-05-2023 08:00,amps,154,1248,34100,13-05-2023 03:33,13-05-2023 03:33,E,A,Ampere
333,1,219,E,13-05-2023 09:00,amps,11.6,4098.6,34117,13-05-2023 03:37,13-05-2023 03:37,E,A,Ampere
305,1,221,E,12-05-2023 09:00,amps,2.2,2879.2,33984,13-05-2023 02:06,13-05-2023 02:06,E,A,Ampere
334,1,219,E,13-05-2023 09:00,amps,12.5,4111.1,34117,13-05-2023 03:37,13-05-2023 03:37,E,A,Ampere
306,1,221,E,12-05-2023 09:00,amps,0,2877,33984,13-05-2023 02:06,13-05-2023 02:06,E,A,Ampere
309,1,176,E,13-05-2023 08:00,hrs,6.59,26.38,34107,13-05-2023 03:27,13-05-2023 03:27,E,Hr,Hour
320,1,175,E,13-05-2023 08:00,pf,0.99,1094.99,34100,13-05-2023 03:33,13-05-2023 03:33,E,PF,Power Factor
325,1,175,E,13-05-2023 08:00,no's,2,1096,34100,13-05-2023 03:33,13-05-2023 03:33,E,Kwh,KWH
307,1,221,E,12-05-2023 09:00,amps,0,2877,33984,13-05-2023 02:06,13-05-2023 02:06,E,A,Ampere
308,1,221,E,12-05-2023 09:00,%,14,2891,33984,13-05-2023 02:06,13-05-2023 02:06,E,%,Percentage
312,1,176,E,13-05-2023 08:00,volts,413,853.38,34107,13-05-2023 03:27,13-05-2023 03:27,E,V,Voltage
330,1,219,E,13-05-2023 09:00,volts,392,4087,34117,13-05-2023 03:37,13-05-2023 03:37,E,V,Voltage
311,1,176,E,13-05-2023 08:00,volts,414,854.38,34107,13-05-2023 03:27,13-05-2023 03:27,E,V,Voltage
315,1,175,E,13-05-2023 08:00,amps,126,1220,34100,13-05-2023 03:33,13-05-2023 03:33,E,A,Ampere
316,1,175,E,13-05-2023 08:00,volts,409,1503,34100,13-05-2023 03:33,13-05-2023 03:33,E,V,Voltage
327,1,219,E,13-05-2023 09:00,volts,411,3695,34117,13-05-2023 03:37,13-05-2023 03:37,E,V,Voltage
343,1,220,E,13-05-2023 09:00,amps,3.5,3771.8,34115,13-05-2023 03:41,13-05-2023 03:41,E,A,Ampere
318,1,175,E,13-05-2023 08:00,volts,414,1508,34100,13-05-2023 03:33,13-05-2023 03:33,E,V,Voltage
321,1,175,E,13-05-2023 08:00,deg celcius,26,1120,34100,13-05-2023 03:33,13-05-2023 03:33,E,°C,deg Celsius
331,1,219,E,13-05-2023 09:00,volts,390,4477,34117,13-05-2023 03:37,13-05-2023 03:37,E,V,Voltage
323,1,175,E,13-05-2023 08:00,amps,5.6,1099.6,34100,13-05-2023 03:33,13-05-2023 03:33,E,A,Ampere
324,1,175,E,13-05-2023 08:00,volts,11.3,1105.3,34100,13-05-2023 03:33,13-05-2023 03:33,E,V,Voltage
326,1,219,E,13-05-2023 09:00,volts,413,3284,34117,13-05-2023 03:37,13-05-2023 03:37,E,V,Voltage
328,1,219,E,13-05-2023 09:00,volts,415,4110,34117,13-05-2023 03:37,13-05-2023 03:37,E,V,Voltage
329,1,219,E,13-05-2023 09:00,volts,390,4085,34117,13-05-2023 03:37,13-05-2023 03:37,E,V,Voltage
332,1,219,E,13-05-2023 09:00,amps,17,4104,34117,13-05-2023 03:37,13-05-2023 03:37,E,A,Ampere
339,1,220,E,13-05-2023 09:00,volts,230,3538.3,34115,13-05-2023 03:41,13-05-2023 03:41,E,V,Voltage
342,1,220,E,13-05-2023 09:00,amps,5.5,3773.8,34115,13-05-2023 03:41,13-05-2023 03:41,E,A,Ampere
335,1,219,E,13-05-2023 09:00,%,11,4109.6,34117,13-05-2023 03:37,13-05-2023 03:37,E,%,Percentage
345,1,220,E,13-05-2023 09:00,%,10,3778.3,34115,13-05-2023 03:41,13-05-2023 03:41,E,%,Percentage
336,1,220,E,13-05-2023 09:00,volts,416,3308.3,34115,13-05-2023 03:41,13-05-2023 03:41,E,V,Voltage
337,1,220,E,13-05-2023 09:00,volts,418,3726.3,34115,13-05-2023 03:41,13-05-2023 03:41,E,V,Voltage
338,1,220,E,13-05-2023 09:00,volts,422,3730.3,34115,13-05-2023 03:41,13-05-2023 03:41,E,V,Voltage
341,1,220,E,13-05-2023 09:00,volts,231,3999.3,34115,13-05-2023 03:41,13-05-2023 03:41,E,V,Voltage
346,1,221,E,13-05-2023 09:00,volts,412,3289,34116,13-05-2023 03:45,13-05-2023 03:45,E,V,Voltage
347,1,221,E,13-05-2023 09:00,volts,414,3703,34116,13-05-2023 03:45,13-05-2023 03:45,E,V,Voltage
348,1,221,E,13-05-2023 09:00,volts,415,3704,34116,13-05-2023 03:45,13-05-2023 03:45,E,V,Voltage
349,1,221,E,13-05-2023 09:00,volts,229,3518,34116,13-05-2023 03:45,13-05-2023 03:45,E,V,Voltage
350,1,221,E,13-05-2023 09:00,volts,230,3519,34116,13-05-2023 03:45,13-05-2023 03:45,E,V,Voltage
351,1,221,E,13-05-2023 09:00,volts,231,3520,34116,13-05-2023 03:45,13-05-2023 03:45,E,V,Voltage
352,1,221,E,13-05-2023 09:00,amps,2.3,3291.3,34116,13-05-2023 03:45,13-05-2023 03:45,E,A,Ampere
353,1,221,E,13-05-2023 09:00,amps,0,3289,34116,13-05-2023 03:45,13-05-2023 03:45,E,A,Ampere
354,1,221,E,13-05-2023 09:00,amps,0,3289,34116,13-05-2023 03:45,13-05-2023 03:45,E,A,Ampere
355,1,221,E,13-05-2023 09:00,%,14,3303,34116,13-05-2023 03:45,13-05-2023 03:45,E,%,Percentage
356,1,176,E,15-05-2023 08:00,hrs,0.5,440.88,34263,16-05-2023 01:38,16-05-2023 01:38,E,Hr,Hour
357,1,176,E,15-05-2023 08:00,volts440,415,855.88,34263,16-05-2023 01:38,16-05-2023 01:38,E,V,Voltage
358,1,176,E,15-05-2023 08:00,volts,416,856.88,34263,16-05-2023 01:38,16-05-2023 01:38,E,V,Voltage
359,1,176,E,15-05-2023 08:00,volts,416,856.88,34263,16-05-2023 01:38,16-05-2023 01:38,E,V,Voltage
360,1,175,E,15-05-2023 08:00,amps,135,1229,34257,16-05-2023 01:40,16-05-2023 01:40,E,A,Ampere
361,1,175,E,15-05-2023 08:00,amps,103,1332,34257,16-05-2023 01:40,16-05-2023 01:40,E,A,Ampere
362,1,175,E,15-05-2023 08:00,amps,105,1334,34257,16-05-2023 01:40,16-05-2023 01:40,E,A,Ampere
363,1,175,E,15-05-2023 08:00,volts,403,1632,34257,16-05-2023 01:40,16-05-2023 01:40,E,V,Voltage
364,1,175,E,15-05-2023 08:00,volts,405,1634,34257,16-05-2023 01:40,16-05-2023 01:40,E,V,Voltage
365,1,175,E,15-05-2023 08:00,volts,409,1638,34257,16-05-2023 01:40,16-05-2023 01:40,E,V,Voltage
366,1,175,E,15-05-2023 08:00,watts,81,1310,34257,16-05-2023 01:40,16-05-2023 01:40,E,Kw,Power
367,1,175,E,15-05-2023 08:00,pf,0.99,1229.99,34257,16-05-2023 01:40,16-05-2023 01:40,E,PF,Power Factor
368,1,175,E,15-05-2023 08:00,deg celcius,26,1255,34257,16-05-2023 01:40,16-05-2023 01:40,E,°C,deg Celsius
369,1,175,E,15-05-2023 08:00,deg celcius,32,1261,34257,16-05-2023 01:40,16-05-2023 01:40,E,°C,deg Celsius
370,1,175,E,15-05-2023 08:00,amps,4.4,1233.4,34257,16-05-2023 01:40,16-05-2023 01:40,E,A,Ampere
371,1,175,E,15-05-2023 08:00,volts,11,1240,34257,16-05-2023 01:40,16-05-2023 01:40,E,V,Voltage
372,1,175,E,15-05-2023 08:00,no's,3,1232,34257,16-05-2023 01:40,16-05-2023 01:40,E,Kwh,KWH
373,1,221,E,15-05-2023 09:00,volts,420,3709,34273,16-05-2023 02:10,16-05-2023 02:10,E,V,Voltage
374,1,221,E,15-05-2023 09:00,volts,419,4128,34273,16-05-2023 02:10,16-05-2023 02:10,E,V,Voltage
375,1,221,E,15-05-2023 09:00,volts,425,4134,34273,16-05-2023 02:10,16-05-2023 02:10,E,V,Voltage
376,1,221,E,15-05-2023 09:00,volts,229,3938,34273,16-05-2023 02:10,16-05-2023 02:10,E,V,Voltage
377,1,221,E,15-05-2023 09:00,volts,230,3939,34273,16-05-2023 02:10,16-05-2023 02:10,E,V,Voltage
378,1,221,E,15-05-2023 09:00,volts,231,3940,34273,16-05-2023 02:10,16-05-2023 02:10,E,V,Voltage
379,1,221,E,15-05-2023 09:00,amps,2.2,3711.2,34273,16-05-2023 02:10,16-05-2023 02:10,E,A,Ampere
380,1,221,E,15-05-2023 09:00,amps,0,3709,34273,16-05-2023 02:10,16-05-2023 02:10,E,A,Ampere
381,1,221,E,15-05-2023 09:00,amps,0,3709,34273,16-05-2023 02:10,16-05-2023 02:10,E,A,Ampere
382,1,221,E,15-05-2023 09:00,%,14,3723,34273,16-05-2023 02:10,16-05-2023 02:10,E,%,Percentage
383,1,219,E,15-05-2023 09:00,volts,416,4514.6,34272,16-05-2023 02:13,16-05-2023 02:13,E,V,Voltage
384,1,219,E,15-05-2023 09:00,volts,420,4934.6,34272,16-05-2023 02:13,16-05-2023 02:13,E,V,Voltage
385,1,219,E,15-05-2023 09:00,volts,423,4937.6,34272,16-05-2023 02:13,16-05-2023 02:13,E,V,Voltage
386,1,219,E,15-05-2023 09:00,volts,231,4745.6,34272,16-05-2023 02:13,16-05-2023 02:13,E,V,Voltage
387,1,219,E,15-05-2023 09:00,volts,231,4745.6,34272,16-05-2023 02:13,16-05-2023 02:13,E,V,Voltage
388,1,219,E,15-05-2023 09:00,volts,231,4745.6,34272,16-05-2023 02:13,16-05-2023 02:13,E,V,Voltage
389,1,219,E,15-05-2023 09:00,amps,15.7,4530.3,34272,16-05-2023 02:13,16-05-2023 02:13,E,A,Ampere
390,1,219,E,15-05-2023 09:00,amps,19.1,4533.7,34272,16-05-2023 02:13,16-05-2023 02:13,E,A,Ampere
391,1,219,E,15-05-2023 09:00,amps,13.3,4527.9,34272,16-05-2023 02:13,16-05-2023 02:13,E,A,Ampere
392,1,219,E,15-05-2023 09:00,%,13,4527.6,34272,16-05-2023 02:13,16-05-2023 02:13,E,%,Percentage
393,1,220,E,15-05-2023 09:00,volts,419,4187.3,34274,16-05-2023 02:15,16-05-2023 02:15,E,V,Voltage
394,1,220,E,15-05-2023 09:00,volts,422,4609.3,34274,16-05-2023 02:15,16-05-2023 02:15,E,V,Voltage
395,1,220,E,15-05-2023 09:00,volts,422,4609.3,34274,16-05-2023 02:15,16-05-2023 02:15,E,V,Voltage
396,1,220,E,15-05-2023 09:00,volts,231,4418.3,34274,16-05-2023 02:15,16-05-2023 02:15,E,V,Voltage
397,1,220,E,15-05-2023 09:00,volts,231,4418.3,34274,16-05-2023 02:15,16-05-2023 02:15,E,V,Voltage
398,1,220,E,15-05-2023 09:00,volts,231,4418.3,34274,16-05-2023 02:15,16-05-2023 02:15,E,V,Voltage
399,1,220,E,15-05-2023 09:00,amps,10.4,4197.7,34274,16-05-2023 02:15,16-05-2023 02:15,E,A,Ampere
400,1,220,E,15-05-2023 09:00,amps,12.8,4200.1,34274,16-05-2023 02:15,16-05-2023 02:15,E,A,Ampere
401,1,220,E,15-05-2023 09:00,amps,7.8,4195.1,34274,16-05-2023 02:15,16-05-2023 02:15,E,A,Ampere
402,1,220,E,15-05-2023 09:00,%,13,4200.3,34274,16-05-2023 02:15,16-05-2023 02:15,E,%,Percentage
403,1,175,E,16-05-2023 08:00,amps,176,1405,34397,16-05-2023 03:34,16-05-2023 03:34,E,A,Ampere
404,1,175,E,16-05-2023 08:00,amps,134,1539,34397,16-05-2023 03:34,16-05-2023 03:34,E,A,Ampere
405,1,175,E,16-05-2023 08:00,amps,141,1546,34397,16-05-2023 03:34,16-05-2023 03:34,E,A,Ampere
406,1,175,E,16-05-2023 08:00,volts,406,1811,34397,16-05-2023 03:34,16-05-2023 03:34,E,V,Voltage
407,1,175,E,16-05-2023 08:00,volts,408,1813,34397,16-05-2023 03:34,16-05-2023 03:34,E,V,Voltage
408,1,175,E,16-05-2023 08:00,volts,407,1812,34397,16-05-2023 03:34,16-05-2023 03:34,E,V,Voltage
409,1,175,E,16-05-2023 08:00,watts,121,1526,34397,16-05-2023 03:34,16-05-2023 03:34,E,Kw,Power
410,1,175,E,16-05-2023 08:00,pf,0.99,1405.99,34397,16-05-2023 03:34,16-05-2023 03:34,E,PF,Power Factor
411,1,175,E,16-05-2023 08:00,deg celcius,30,1435,34397,16-05-2023 03:34,16-05-2023 03:34,E,°C,deg Celsius
412,1,175,E,16-05-2023 08:00,deg celcius,36,1441,34397,16-05-2023 03:34,16-05-2023 03:34,E,°C,deg Celsius
413,1,175,E,16-05-2023 08:00,amps,7.1,1412.1,34397,16-05-2023 03:34,16-05-2023 03:34,E,A,Ampere
414,1,175,E,16-05-2023 08:00,volts,11,1416,34397,16-05-2023 03:34,16-05-2023 03:34,E,V,Voltage
415,1,175,E,16-05-2023 08:00,no's,2,1407,34397,16-05-2023 03:34,16-05-2023 03:34,E,Kwh,KWH
416,1,220,E,16-05-2023 09:00,volts,405,4592.3,34414,16-05-2023 03:46,16-05-2023 03:46,E,V,Voltage
417,1,220,E,16-05-2023 09:00,volts,407,4999.3,34414,16-05-2023 03:46,16-05-2023 03:46,E,V,Voltage
418,1,220,E,16-05-2023 09:00,volts,410,5002.3,34414,16-05-2023 03:46,16-05-2023 03:46,E,V,Voltage
419,1,220,E,16-05-2023 09:00,volts,230,4822.3,34414,16-05-2023 03:46,16-05-2023 03:46,E,V,Voltage
420,1,220,E,16-05-2023 09:00,volts,231,4823.3,34414,16-05-2023 03:46,16-05-2023 03:46,E,V,Voltage
421,1,220,E,16-05-2023 09:00,volts,230,4822.3,34414,16-05-2023 03:46,16-05-2023 03:46,E,V,Voltage
422,1,220,E,16-05-2023 09:00,amps,12.1,4604.4,34414,16-05-2023 03:46,16-05-2023 03:46,E,A,Ampere
423,1,220,E,16-05-2023 09:00,amps,15.6,4607.9,34414,16-05-2023 03:46,16-05-2023 03:46,E,A,Ampere
424,1,220,E,16-05-2023 09:00,amps,18.3,4610.6,34414,16-05-2023 03:46,16-05-2023 03:46,E,A,Ampere
425,1,220,E,16-05-2023 09:00,%,13,4605.3,34414,16-05-2023 03:46,16-05-2023 03:46,E,%,Percentage
426,1,219,E,16-05-2023 09:00,volts,406,4920.6,34413,16-05-2023 03:48,16-05-2023 03:48,E,V,Voltage
427,1,219,E,16-05-2023 09:00,volts,408,5328.6,34413,16-05-2023 03:48,16-05-2023 03:48,E,V,Voltage
428,1,219,E,16-05-2023 09:00,volts,411,5331.6,34413,16-05-2023 03:48,16-05-2023 03:48,E,V,Voltage
429,1,219,E,16-05-2023 09:00,volts,231,5151.6,34413,16-05-2023 03:48,16-05-2023 03:48,E,V,Voltage
430,1,219,E,16-05-2023 09:00,volts,230,5150.6,34413,16-05-2023 03:48,16-05-2023 03:48,E,V,Voltage
431,1,219,E,16-05-2023 09:00,volts,230,5150.6,34413,16-05-2023 03:48,16-05-2023 03:48,E,V,Voltage
432,1,219,E,16-05-2023 09:00,amps,7.7,4928.3,34413,16-05-2023 03:48,16-05-2023 03:48,E,A,Ampere
433,1,219,E,16-05-2023 09:00,amps,10.2,4930.8,34413,16-05-2023 03:48,16-05-2023 03:48,E,A,Ampere
434,1,219,E,16-05-2023 09:00,amps,12.6,4933.2,34413,16-05-2023 03:48,16-05-2023 03:48,E,A,Ampere
435,1,219,E,16-05-2023 09:00,%,12,4932.6,34413,16-05-2023 03:48,16-05-2023 03:48,E,%,Percentage
436,1,221,E,16-05-2023 09:00,volts,405,4114,34412,16-05-2023 03:51,16-05-2023 03:51,E,V,Voltage
437,1,221,E,16-05-2023 09:00,volts,408,4522,34412,16-05-2023 03:51,16-05-2023 03:51,E,V,Voltage
438,1,221,E,16-05-2023 09:00,volts,410,4524,34412,16-05-2023 03:51,16-05-2023 03:51,E,V,Voltage
439,1,221,E,16-05-2023 09:00,volts,231,4345,34412,16-05-2023 03:51,16-05-2023 03:51,E,V,Voltage
440,1,221,E,16-05-2023 09:00,volts,230,4344,34412,16-05-2023 03:51,16-05-2023 03:51,E,V,Voltage
441,1,221,E,16-05-2023 09:00,volts,231,4345,34412,16-05-2023 03:51,16-05-2023 03:51,E,V,Voltage
442,1,221,E,16-05-2023 09:00,amps,2.2,4116.2,34412,16-05-2023 03:51,16-05-2023 03:51,E,A,Ampere
443,1,221,E,16-05-2023 09:00,amps,0,4114,34412,16-05-2023 03:51,16-05-2023 03:51,E,A,Ampere
444,1,221,E,16-05-2023 09:00,amps,0,4114,34412,16-05-2023 03:51,16-05-2023 03:51,E,A,Ampere
445,1,221,E,16-05-2023 09:00,%,14,4128,34412,16-05-2023 03:51,16-05-2023 03:51,E,%,Percentage
446,1,176,E,16-05-2023 08:00,hrs,0.5,441.38,34407,16-05-2023 03:55,16-05-2023 03:55,E,Hr,Hour
447,1,176,E,16-05-2023 08:00,volts440,415,856.38,34407,16-05-2023 03:55,16-05-2023 03:55,E,V,Voltage
448,1,176,E,16-05-2023 08:00,volts,416,857.38,34407,16-05-2023 03:55,16-05-2023 03:55,E,V,Voltage
449,1,176,E,16-05-2023 08:00,volts,415,856.38,34407,16-05-2023 03:55,16-05-2023 03:55,E,V,Voltage
